"","B_R-B2_1_5404","B_R-B3_1_5405","B_R-B4_1_5406","B_R-D5_1_5407","B_R-D6_1_5408","B_R-D7_1_5409","B_R-D8_1_5410","B_R-D9_1_5411","B_R-E1_1_5412","B_R-E2_1_5413","L_R-E3_1_5424","L_R-E4_1_5425","L_R-E5_1_5426","L_R-E6_1_5427","L_R-E7_1_5428","L_R-E8_1_5429","L_R-F2_1_5433","L_R-F3_1_5434","M_R-E9_1_5435","M_R-F1_1_5436","M_R-F2_1_5437","M_R-F2_1_5439","M_R-F3_1_5438","M_R-F3_1_5440","P_R-C1_1_5414","P_R-C2_1_5415","P_R-C3_1_5416","P_R-C4_1_5417","P_R-C5_1_5418","P_R-C6_1_5419","P_R-C7_1_5420","P_R-C8_1_5421","P_R-C9_1_5422","P_R-D1_1_5423"
"A2AIW0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0693147180559945,NA,NA,NA,1.39668689572692,NA,2.3211552579642,0.0693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AJ15",1.30013825923126,NA,1.31294626682058,1.15329172950197,1.57460842719551,3.06400133373434,2.24382051563492,2.45650856954146,NA,NA,NA,0.1519278497297,1.199282349492,NA,0.225506958214976,NA,NA,NA,0.609730004056705,1.66090440347776,1.29044292184413,2.30463199172754,1.50916542142935,1.87009925432152,NA,NA,NA,0.789222663356109,2.01350233184736,0.206247743208268,NA,NA,2.02984329885344,5.28199022680276
"A2AJ76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67187819138559,NA,1.4627218605977,NA,NA,NA,1.01955895777347,NA,NA
"A2AJ88",5.76205889819603,9.12664405696359,3.41307512290207,1.57467211096691,1.56022222514488,6.30578913020798,2.56557042191542,3.39893855537432,NA,3.44974386331065,3.02874070967135,2.22555763297688,2.15425838728604,1.79489138009263,1.26361912888273,NA,3.33486564818165,2.31144377498977,0.342389738644507,1.13163355900105,1.56591086764404,2.1226136870455,2.72580310344168,1.4185879065654,NA,NA,NA,0.50172281001151,0.149169949836604,1.79366225569355,NA,NA,NA,2.69453643093768
"A2AJA9",8.93858095585218,9.71850180319737,4.5543746150442,5.76102671842727,3.68347884795326,3.1562784340576,3.42340881359404,8.19734058890521,11.6557218330595,6.10749834856529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96576798511095,NA,NA,NA
"A2AJI0",2.529327793933,1.84506829410951,2.24957152825055,2.57565358471089,1.80725494044025,3.63208493393504,1.9244884837205,2.85436284223876,2.60267041785944,1.70899319409166,0.644931706938761,0.115389943175422,0.659379968097838,NA,0.651956235652891,0.57540505761401,1.46163481086137,0.668167782347566,1.0183090544985,0.720660247062478,1.2700265902848,1.1585075594297,1.14134146407367,0.792802311313697,NA,NA,NA,1.89112065498198,0.976838949207017,1.62021732384436,NA,2.00710551278822,NA,1.03841849377018
"A2AJK6",NA,NA,1.78527160128118,1.31025322192991,1.289420733076,2.23909551226146,1.32566243451601,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4882897578122,NA,0.198735135157065,0.775615136639389,2.40042486185868,2.23276689282042,1.88230110432633,3.65326686200187,NA,NA,NA,NA,NA,0.802847339909927,NA,NA,NA,NA
"A2AJL3",4.33299748655045,8.31119042548092,4.67002649935872,5.0141553220075,4.24810191265241,6.61484262293095,4.34971890510211,10.9440103096312,NA,NA,NA,NA,2.55411576761816,NA,1.52582257118083,NA,2.71101570323558,NA,NA,2.2988504066373,NA,NA,NA,NA,4.10271033485655,2.74994756469106,2.87741778148829,4.5631407565184,3.45551444028108,5.08266378360566,3.40773504464458,3.19751543937375,3.3298526723322,3.27242256687682
"A2AJQ3",NA,NA,NA,1.6079302488655,NA,NA,3.43714651439464,1.15020535666504,NA,NA,NA,NA,0.779683422861925,NA,NA,NA,NA,NA,NA,NA,NA,2.31941762289113,3.44029280645659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AJT4",5.38459983579182,3.9720420926498,5.21233818403144,6.88742109619562,6.33580840250519,5.80430639493146,4.6116179944879,4.89617704017325,NA,5.09167763820029,1.95208729070893,0.154782658629126,1.45781270961399,0.918956439858018,1.45132373567487,0.412672162003268,1.45854526182338,1.82450556779384,2.07540842951918,2.32774604242984,1.7589744336098,2.84405474275055,2.21940158308861,2.68904552875157,3.12969372525882,4.32695840486217,0.53431776514058,2.03440399387639,1.38907578907698,3.97538507470293,1.28920095975779,0.519094995893301,NA,3.01149585008943
"A2AKB4",NA,NA,1.42218861298785,0.842729059051716,0.507815577586331,9.43614908496805,2.09782623224193,2.91468046958091,NA,NA,NA,NA,2.54806308238867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AKB9",NA,NA,NA,0.806632862951121,NA,3.1970906572246,NA,NA,NA,NA,NA,NA,0.0693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67915048477923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AKG8",NA,3.67258267958715,3.60504076786353,4.01370426196334,2.69077419102343,3.9499858607998,5.21805694698124,5.83965190885261,NA,2.81261171999923,2.95760566033763,2.39244923285007,1.19209590011141,1.67452596327099,NA,NA,NA,NA,NA,0.309447828419323,2.0110559869545,NA,1.18192431452395,NA,5.18622213293639,2.79707308063023,3.09706982975202,28.8599518097602,3.22164161728614,7.04652620015487,6.90554894012026,4.29787457847862,2.55869113117113,3.67088512108954
"A2AKK5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49159997267696,NA,NA,1.19904996805015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AKX3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57744600358194,NA,NA,NA,NA,NA,NA,NA,1.61195936497702,1.08821710493551,1.4526948946424,NA,0.508611148049012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AL36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60244129866009,NA,NA,NA,6.42005318517181,40.9001917172968,6.11209704574979,15.6701019408959,1.07613740660376,12.4066800893394,2.04745927223955,2.01295770709973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ALI5",5.47087854793112,4.82232052500071,5.36913774595245,4.12244419138983,4.19397065090585,3.78105347087028,7.40851066647484,6.40162659342531,NA,2.4817759921016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ALK8",NA,NA,1.8990090445187,1.76976665964842,2.68456857102454,2.51966428054215,1.9584617753609,2.92010273084209,NA,2.73054894339387,NA,NA,1.55990344095587,NA,NA,NA,4.84641360395127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ALS5",3.36366022767444,4.73084729946876,4.08816498513554,3.92498948841938,4.6041052289655,7.01220815736786,4.55231337239009,5.48978122660343,3.492994653534,2.8515090583301,NA,NA,1.40265325879242,NA,NA,NA,2.48380004493638,1.03234607594636,NA,NA,NA,NA,NA,NA,0.120162672689469,NA,1.09570007946516,0.750885442646451,0.274693851344388,1.5517621347023,0.508228334302208,1.03406116676547,0.688497936373845,NA
"A2ALU4",4.40756559481692,5.19442119928735,4.04358982580206,4.55716206143818,4.13303082900258,6.83807122595345,3.53151448002296,4.6685115019593,3.24367467283357,4.58546697553923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58334367962882,NA,2.72373600259205,1.14973179286038,3.28671223966473,1.92719233052475,1.1025149832223,1.30620592710362,NA,1.68192139385758
"A2ALW5",3.52785324618008,NA,2.05767940079429,1.16085167133988,1.29185044681239,NA,1.08525780076426,0.0956910581286235,NA,NA,0.999223441454744,1.68827878218854,1.37646106690911,0.690418324479579,1.13033612891987,NA,1.45115693316077,0.07422504873778,0.845969465849872,0.716197075657772,1.56574786937955,1.9338567060298,1.56221255689777,1.94967122445427,7.34525054984738,7.26388726642903,7.71992835388489,7.72665765028982,8.48638377511041,9.29300847962454,6.7804095392776,9.17754359351293,6.37406689834731,5.16284890170432
"A2AM05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16111004111719,1.42981639513225,NA,1.00496096228661,NA,NA,2.02051705381666,3.96430453595546,NA,0.235665625791602,2.00479825162321,0.392249298515796,2.53588213004633,1.54273201066465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AM29",NA,2.02258947244671,NA,0.409667283071618,2.33825984445584,NA,2.06247451814723,0.0693147180559945,4.47952871693048,NA,1.76402194121579,0.199043951929755,0.537795455610624,0.69167237850364,0.521908808006644,1.31621475604717,NA,NA,1.14959637911879,1.18912497743611,2.64817623381045,1.50066233347448,3.27448472236974,3.26075028442321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AMM0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47067547478139,NA,1.87357266471973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AN08",2.40516524449066,2.6511859643564,2.09151707930954,3.05058181248953,3.35637409090426,5.14541590272457,3.38649215926638,3.9091619554933,12.4057793025568,1.34327119167469,NA,8.52925796119907,1.17521153083144,1.49398518235225,1.0290214440925,NA,1.8286127518477,NA,0.826755054654098,1.04389395537818,1.64182074320934,1.78823605835258,1.08998035368499,0.938872439506926,3.69170275723218,1.26530441561453,0.614793984726112,NA,2.00470697725179,2.13291194225124,NA,NA,3.23622592342733,NA
"A2ANU3",1.63980277962376,NA,NA,1.46171982916039,0.857684310709268,1.43131891369477,NA,1.22517823510908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AP18",8.67717025765142,11.2948441375992,9.34330818585623,9.0969017900892,7.19122990157227,12.9455469538375,6.18026579898179,7.13367888554706,4.5422350069264,5.74631734585332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2APB8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874089608502292,6.36816538507812,1.00559123495422,12.619629704412,2.059317338496,8.10749346314551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2APT9",4.67713634965369,5.81203595294556,3.70495268026007,7.33682475297506,2.68273474131423,8.61531476306298,4.76737874380787,1.25823673585641,NA,2.91835428315391,NA,NA,NA,NA,NA,0.587152305386765,5.65250850244176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754614774694396,NA,NA,NA,0.925976475565412,NA,NA
"A2APV2",4.7080177086725,5.87006447097727,5.01840021627428,7.01068313782182,7.5427832851323,13.0715871430736,5.2856739557674,9.15017660792409,5.9633280442322,3.68955244649938,1.28953552151829,0.957019882661226,1.42550468548095,0.0693147180559945,0.597756014413044,0.525990427775476,1.08676082893451,NA,1.30266736149519,3.00265005328182,3.70868651668637,3.22233675823393,0.947310198154283,2.4209485302607,NA,NA,NA,0.991454516781494,NA,3.45786365806313,NA,NA,NA,3.77161196532415
"A2APX8",10.8645530209525,13.5501524304694,10.7953753696874,11.9215595265283,10.6254526765283,16.3170509748289,10.0273154983431,12.8754712765168,7.68791680715657,8.15604561881736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2APY7",10.2207006584214,12.9979274140663,18.3741085066695,17.1045590684748,21.0730167909298,48.0997685123327,20.86592101542,27.6724628558434,9.95835307043451,13.7038681721789,4.96925114940977,NA,NA,2.55265028770395,2.91179508682218,NA,5.16002762827458,NA,1.76973895793029,1.74393221965318,NA,2.78222861212838,3.20499113629397,2.73726659713514,6.2686322867893,NA,7.17836534457394,7.07254583265489,6.86507396206055,3.48073179144367,4.95493401939273,4.86385862274109,4.2198187042146,4.97065372801727
"A2AQ07",NA,NA,NA,NA,0.461336513610407,0.72155849317918,0.219710162966733,NA,NA,NA,1.96600771378317,1.50134197583246,1.04200745063763,NA,NA,NA,1.83142563622793,NA,0.928194064361006,NA,2.48358579194541,2.46244272437522,0.371842257934571,0.87054461923113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AQ14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885701150015032,1.03627605867151,3.11765707708493,2.51082165914619,5.536949396085,1.50386257571266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AQ19",NA,2.11060266428496,1.03382938850144,1.1557801213468,2.1510154665333,NA,1.22143677358034,1.54559478702235,NA,NA,NA,NA,1.10260462251062,NA,0.445431464337998,NA,1.27819891859507,0.877337358733452,0.52114307098239,0.983200778400245,2.36372673245284,2.0216469091802,1.80730415910687,1.59413697604267,1.83833171307104,NA,1.29647461423331,0.209328596303143,0.372701457972851,1.27355427793041,1.47626086823046,2.04808294047078,NA,9.46173263838116
"A2AQ25",9.86982618769691,12.3334422723508,12.0736296569911,9.29316113409674,10.0555979094474,10.9383751642419,9.76662428590113,14.2564082992419,11.8740599813246,8.05399361273157,NA,0.989253477926724,1.29277479845701,NA,1.50555149436679,NA,0.970541544330002,0.861929127841335,NA,NA,NA,1.61385573097827,5.62278948330028,6.93661909511725,NA,NA,NA,NA,NA,1.9723981167438,NA,NA,NA,NA
"A2AQH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41013972742194,NA,2.35723935638585,6.89984455277779,1.68062020292954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AQW0",NA,7.43707753081177,NA,NA,0.513335051440369,0.846981096956973,NA,NA,NA,NA,NA,0.445142123389612,NA,NA,0.916956919665726,1.64684969463345,NA,5.43529106423252,3.56786256424454,0.969798354040749,4.2722381168735,1.76421696881577,0.877613221484771,3.2800692442106,NA,NA,NA,1.149679429158,1.85588059996178,NA,NA,6.85977588472095,NA,2.5849351024531
"A2AR02",1.15799898428647,2.82750617654929,2.23549844401427,1.90681185286803,1.3735894185284,3.47685334179369,2.8181506946512,2.69316675992918,NA,1.70940869534061,NA,NA,0.949421676661658,NA,NA,NA,2.14409178462884,NA,0.824771752037515,1.05601366179769,1.72148750197459,2.53090882708492,2.79296111712441,3.12536827647452,NA,NA,1.55196420573945,NA,0.705747903610394,0.495056442221012,NA,1.53559280106121,1.34120202014932,NA
"A2AR50",NA,3.77974331613227,NA,NA,NA,NA,NA,3.55849369388027,6.87372019044593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ARA8",NA,4.32468787579935,NA,NA,NA,NA,NA,NA,NA,NA,4.63411640278443,3.64533308053806,5.19022499344542,2.38188104490987,3.30758608358824,4.49608981289483,1.74015104149553,3.36808330546735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ARP1",3.84364141321895,2.1425852118512,3.45210013694898,3.33482073045048,2.77371204466824,3.04357694360957,2.96662396695558,4.67119690701005,NA,2.74437615209853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ARS0",7.18896795723805,8.44786938485702,5.69694094513516,NA,17.0305973745473,4.86824667608777,5.7181031544116,7.56745529812978,3.49035273613586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ARV4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08403688454297,NA,NA,NA,2.34818746376197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AS55",NA,NA,0.784637993879645,2.03524228988706,NA,7.62969147869941,1.35029953845007,1.17626419794678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05261098325839,2.65407085902062,NA,NA,NA,1.03777600845216,NA,NA,NA,NA,NA,NA,6.6525045546152
"A2ASA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693481533152157,0.532141820073349,NA,NA,0.505938524999067,1.6102277694678,3.78571965673021,4.79749635308517,44.975484568103,2.11280157449084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ASI5",1.4513377690221,2.2036473814615,4.95475619531155,4.29772404371623,1.48477484323219,2.68244849758291,3.94443711472093,4.56685078884872,NA,1.37572052786084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ASQ1",10.7768667934582,13.8669933123563,11.6801320265909,5.62526765203176,9.4930028242015,21.7131590929112,11.1453046333027,12.202902605619,3.15865855813857,7.72467265038856,NA,NA,NA,NA,NA,NA,NA,1.51676248584013,2.04588893687509,NA,2.80984860127628,2.31949196588465,3.95354628115562,3.62979125867762,8.77300463721412,10.647739448978,8.01535421832266,6.13439066736504,6.09797301735047,6.30865091646701,6.41281685514946,10.5459944187744,9.07319636217296,4.33800186760367
"A2ASS6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75809049751938,NA,NA,NA,NA,13.7950828643683,NA,36.5506979806115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ASZ8",8.91415738338472,10.0113913335434,10.072477634233,8.45315204118021,10.9039340054365,13.6854805973385,7.67568162009683,11.150478469731,9.45671058242413,8.90247414655772,NA,NA,2.36720594223772,NA,NA,1.78640610500978,3.34809065270756,NA,1.07163708674591,2.72100121149869,NA,4.5643456580164,NA,5.19380241872981,NA,3.3745573909532,1.71949647193665,NA,1.69501936120982,2.54682821840893,NA,NA,2.51244309782997,2.68430035008958
"A2AT37",4.03519090274854,3.5647955935881,3.3323926727385,4.17550768303614,3.75301095346681,7.02073104300547,3.77663836879287,6.0271069302733,9.56814475263609,2.12953426310212,1.14867744707044,NA,1.29652474890707,0.422827744147895,1.20940418119262,NA,0.561972718170965,NA,0.736460532752011,0.728369830425413,1.95464548621635,2.186101201616,0.634691338123928,1.84443776389907,2.41930015088394,3.68497032862978,1.90459052651867,1.96286634958996,1.67137652403598,3.14464126819195,1.91440632484707,1.91288055276062,1.36324684346605,1.82626572228521
"A2ATD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4181443354382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ATU0",NA,NA,1.64823231062544,NA,NA,4.39613482977895,1.89166661126383,1.51059072992053,NA,2.88159246472407,NA,NA,1.24216596844844,NA,NA,NA,NA,NA,NA,NA,NA,5.66867184353809,NA,6.7667839843426,1.94165360941275,NA,3.06332888051271,NA,1.4008716806591,1.51624339492411,1.22081439432719,NA,NA,1.13669665015213
"A2AU72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29881488780229,NA,NA,NA,NA,7.42458167586511,4.20582715015266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AUC9",NA,NA,NA,4.20154637287737,NA,NA,NA,NA,NA,NA,NA,NA,3.9632283620351,NA,NA,NA,NA,NA,NA,NA,NA,9.0185574311998,NA,8.08978006814662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AUM9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29758529192598,NA,4.71422427792139,NA,NA,NA,NA,NA,28.0536097863397,NA,NA,NA,NA,NA
"A2AUY4",3.38383652284414,5.29840868294773,4.18662509861163,1.97667318652177,NA,NA,6.27698256848638,NA,NA,2.98879213712073,NA,NA,NA,NA,0.0693147180559945,NA,1.9709605349485,NA,0.495186522142237,0.958688417192591,1.5479866273412,3.21072065041632,3.99500369627095,6.47444538457451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AVA0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48308238376303,NA,NA,NA,NA,NA,NA,NA,NA,1.28461817055483,NA,NA,NA,2.87046221481999,1.65355963542814,1.87302559385145,1.39777830470437,NA,NA,NA,NA,NA
"A2AVJ5",2.17410131108892,5.12663452649372,2.67230878474954,2.81135408872165,NA,2.4822353460099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AWA9",2.62235666460539,2.9903313159339,2.62686919996436,3.09242424123412,3.1285063144303,5.83495100846455,2.85113358562995,3.96839988112908,2.97564379207759,1.86141804511793,NA,NA,1.22264407356601,NA,0.593208710907062,NA,0.937648623160578,NA,0.86644189348721,0.936585509960806,2.59391985276688,1.81453308066747,1.32964186356517,2.3904264397595,0.302908731380517,0.117248713761542,0.985710624283265,0.848905935065216,1.94836154428338,1.64127581140253,0.752237593146631,0.589300543149045,2.21154214308134,1.44548720676376
"A2AWL7",NA,NA,41.9641797176334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17374677627219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AWP8",3.37307414629278,5.26762619844873,3.05538820664598,4.23205264265168,2.8485855732121,8.2756099015126,4.07247541642777,4.34929518853241,3.93673703020225,3.40893884982939,NA,NA,1.86022819411468,NA,0.808456004987507,NA,NA,NA,0.315567879303324,1.48357756472884,2.76461381317648,2.32440830167096,3.0690662871422,2.62869686236596,1.16063613202118,1.23681450698682,1.39408817027637,0.714977392094702,1.12077950668508,2.26634837772242,1.06734989476866,1.33078137506766,1.41859700476263,0.193375815475705
"A2AWR3",NA,2.41814671829985,2.09141446651504,1.61309110605801,NA,NA,1.18682085513589,1.92646537602085,NA,NA,NA,2.32227571939603,0.523573660236871,NA,NA,0.37153471408811,NA,NA,0.190200294228484,0.890177314578403,1.37660503062439,84.3612153085259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AWT3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993154332963739,NA,NA,4.62892173781652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AX52",NA,5.70532582620712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4414455412394,0.778759486412566,12.7243068743697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2BDX3",3.38427975372696,7.05110441945544,1.77127424626625,2.96490366224688,2.01374323261768,3.80082817205036,2.03325297336782,5.30862333651912,3.42775529582497,1.49023833592307,16.3699875254613,0.495179346179967,0.371152288014414,NA,1.09439046627836,NA,1.0047175319655,NA,NA,0.625129203005929,0.946317528906179,2.47355801073965,1.18061136809472,0.694351187722703,1.93686161002844,0.472092124479276,1.59890287687952,0.932797535909866,1.09605821662418,1.17361406842307,1.99070237169831,1.35588439865036,NA,NA
"A2BE28",2.04221288288781,NA,1.52574751447747,1.41118593596629,1.26465651657768,3.2532241131388,0.822507539544105,2.23830554274547,NA,NA,0.617744295260051,NA,NA,0.0693147180559945,NA,0.492621557460812,NA,NA,0.87600720276861,0.828037935134412,1.28378170446363,2.07618053057936,1.42704722947737,0.875988548563895,5.29850512635241,NA,0.141253098881733,0.559278469004643,0.314952506016222,0.652019994200954,NA,1.09801386822212,NA,NA
"A2BH40",2.08783220455451,4.48098664884049,1.30776795112529,3.69004476795791,1.74745896403279,1.90936606741047,1.01265368665981,1.76567993136848,1.03192035532447,NA,NA,0.673252550146955,2.08299935318097,NA,5.50999596967388,NA,1.69652676205784,16.0286957864692,2.9911744104412,1.00573544090397,1.60935040542395,2.94770408715469,1.03288961673687,1.00756792435292,NA,NA,1.33605471083352,6.0730567118668,4.91564762638127,1.28247194447042,NA,0.768461441872098,2.38208517015873,16.1901432211555
"A2BIM8;P02762;P04938;P11588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34428563051913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4091827307968
"A2CG49",3.91849732051113,4.44693946423213,4.89693348501564,4.39057742684139,3.99497413030392,6.18182132529605,4.56398640917744,5.17109533695002,5.15584016510697,2.73203952039829,NA,NA,0.240039505637597,NA,NA,0.852920016339203,0.995585405526874,NA,NA,NA,NA,1.97090518867852,NA,4.5682910603231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2CG63",1.82310906126545,NA,1.48988203404395,1.75940678432449,1.18289516948213,1.15184650776209,1.09770503451071,1.14971643205106,NA,NA,0.761851565095895,0.107262686817129,0.578349901346312,NA,0.13702422288639,NA,NA,NA,0.148025447004892,0.757834472548863,1.66397191993942,2.09514894122296,0.896295853985737,1.23772540757605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2RSJ4",4.02279699335527,6.49312039818749,4.03039138176181,8.33027534228307,7.4078675104458,19.1807697561949,8.32706103951011,9.13601029976662,4.28502366248467,2.39644777590382,1.36795801302319,1.43249074595736,2.11661691909102,1.41923091945832,0.825709770205037,NA,NA,NA,1.88191796515829,1.21973760563227,3.43387599812266,3.16032559268934,1.89717522032522,3.01207754039768,3.52659561519341,NA,NA,1.32207562037525,1.97398007391102,2.22690380667435,1.70722215295864,NA,NA,2.09977967327388
"A2RSQ0",NA,1.91557235789415,2.00879463447004,1.47268369562802,1.57651376196881,2.58177227886548,2.04040065468347,1.63384920806818,1.69261290784196,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534080849910742,1.7489748011417,NA,3.10254699652657,NA,NA,NA,NA,NA,NA,NA,NA,4.47088911102347,NA,NA,NA
"A2RSX7",6.90620272431838,7.32301208226293,4.04667599897296,5.12688162346683,6.67333618903145,5.83752797947022,5.85309168617436,5.25833178826954,3.69039918581193,4.11177656151513,NA,NA,2.34166962457933,NA,0.295857925452509,NA,2.94670928492477,NA,0.961000122553192,1.22946112482555,2.49571020893544,NA,2.17600897686848,4.78314460038578,6.40673992686027,5.98901212988026,NA,NA,NA,5.29172362933204,NA,NA,NA,1.56726319030105
